0.000000000000000e+000	0.000000e+000	0.000000e+000
1.086183847761653e-010	1.388275e-007	1.380825e-007
2.172367695523306e-010	4.896484e-007	4.880842e-007
3.258551543284959e-010	1.052463e-006	1.050005e-006
4.344735391046612e-010	1.827270e-006	1.823845e-006
5.430919238808265e-010	2.814071e-006	2.809605e-006
6.517103086569918e-010	4.012865e-006	4.007284e-006
7.603286934331568e-010	5.423653e-006	5.416882e-006
8.818718176243675e-010	7.297670e-006	7.288560e-006
1.000000000000000e-009	9.278306e-006	9.266722e-006
1.785648440731465e-009	3.258852e-005	3.254784e-005
2.571296881462929e-009	6.553636e-005	6.545454e-005
3.356945322194393e-009	1.081218e-004	1.079868e-004
4.142593762925857e-009	1.603449e-004	1.601447e-004
4.928242203657322e-009	2.222056e-004	2.219282e-004
5.713890644388786e-009	2.937040e-004	2.933373e-004
6.499539085120249e-009	3.748400e-004	3.743720e-004
9.773516534096168e-009	7.789623e-004	7.779898e-004
1.427230458043593e-008	1.505773e-003	1.503893e-003
2.005771030497737e-008	2.659802e-003	2.656481e-003
2.784978299344464e-008	4.483785e-003	4.478188e-003
3.806953627162979e-008	7.163938e-003	7.154994e-003
5.217867689269697e-008	1.114844e-002	1.113452e-002
7.197733125383071e-008	1.697477e-002	1.695358e-002
1.022737317302279e-007	2.605285e-002	2.602033e-002
1.533099597406081e-007	4.142001e-002	4.136830e-002
2.383694182641431e-007	6.702635e-002	6.694267e-002
3.272567078549186e-007	9.373109e-002	9.361407e-002
4.555382087604308e-007	1.321374e-001	1.319724e-001
5.938941256108105e-007	1.733158e-001	1.730994e-001
7.773971303618721e-007	2.274238e-001	2.271399e-001
9.782399345524485e-007	2.857690e-001	2.854122e-001
1.242323329474825e-006	3.607259e-001	3.602756e-001
1.549808191173021e-006	4.447329e-001	4.441777e-001
1.978260698975415e-006	5.543309e-001	5.536389e-001
2.551640190399583e-006	6.825121e-001	6.816600e-001
3.522554433347737e-006	8.614583e-001	8.603828e-001
3.954608914186234e-006	9.227324e-001	9.215804e-001
4.245841158938799e-006	9.519854e-001	9.507969e-001
4.588643528269173e-006	9.756728e-001	9.744548e-001
4.964561705199708e-006	9.895710e-001	9.883356e-001
5.082624318742606e-006	9.927946e-001	9.915552e-001
5.200686932285506e-006	9.945087e-001	9.932671e-001
5.318749545828404e-006	9.947132e-001	9.934714e-001
5.436812159371303e-006	9.934083e-001	9.921681e-001
5.554874772914202e-006	9.905939e-001	9.893571e-001
5.672937386457101e-006	9.862699e-001	9.850386e-001
5.790999999999999e-006	9.804364e-001	9.792124e-001
5.791814230203088e-006	9.803935e-001	9.791695e-001
5.791895206973942e-006	9.803892e-001	7.851831e-001
5.792000000000000e-006	9.803836e-001	8.912586e-002
5.792001309912826e-006	9.803836e-001	8.913057e-002
5.792001637391032e-006	9.803836e-001	8.912900e-002
5.792002292347445e-006	9.803835e-001	8.912586e-002
5.792003602260270e-006	9.803835e-001	8.912585e-002
5.792006222085922e-006	9.803833e-001	8.912583e-002
5.792021941039831e-006	9.803825e-001	8.912576e-002
5.792042899645042e-006	9.803814e-001	8.912566e-002
5.792084816855464e-006	9.803792e-001	8.912546e-002
5.792168651276310e-006	9.803748e-001	8.912506e-002
5.894414548898240e-006	9.740644e-001	8.855140e-002
5.996660446520170e-006	9.669843e-001	8.790775e-002
6.098906344142101e-006	9.591344e-001	8.719412e-002
6.201152241764031e-006	9.505147e-001	8.641051e-002
6.303398139385961e-006	9.411251e-001	8.555691e-002
6.405644037007892e-006	9.309658e-001	8.463333e-002
6.507889934629822e-006	9.200366e-001	8.363977e-002
6.566124687891639e-006	9.130988e-001	8.300906e-002
6.682594194415275e-006	8.984527e-001	8.167759e-002
6.799736733365029e-006	8.828521e-001	8.025936e-002
6.871412919625778e-006	8.727770e-001	7.934345e-002
6.933620331707804e-006	8.636245e-001	7.851139e-002
7.013919676097364e-006	8.513925e-001	7.739939e-002
7.065848536013154e-006	8.432076e-001	7.665531e-002
7.145715470423060e-006	8.301476e-001	7.546803e-002
7.244331376545886e-006	8.132398e-001	7.393096e-002
7.441563188791540e-006	7.767245e-001	7.061139e-002
7.836026813282847e-006	6.943008e-001	6.311832e-002
8.624954062265460e-006	5.043620e-001	4.585113e-002
9.601516562265461e-006	2.397356e-001	2.179417e-002
1.057807906226546e-005	-4.191631e-002	-3.810577e-003
1.149735785753711e-005	-3.027679e-001	-2.752438e-002
1.244616966754928e-005	-5.480664e-001	-4.982426e-002
1.321599921083128e-005	-7.205598e-001	-6.550549e-002
1.355939845856435e-005	-7.851827e-001	-7.138031e-002
1.386938408631759e-005	-8.340474e-001	-7.582255e-002
1.418415982348630e-005	-8.759907e-001	-7.963559e-002
1.448105930469207e-005	-9.072278e-001	-8.247533e-002
1.493864541964110e-005	-9.417509e-001	-8.561380e-002
1.528527513290073e-005	-9.571914e-001	-8.701748e-002
1.561599457881925e-005	-9.614229e-001	-8.740216e-002
1.593415284486766e-005	-9.550396e-001	-8.682186e-002
1.644061798535378e-005	-9.277408e-001	-8.434015e-002
1.685109001294408e-005	-8.916274e-001	-8.105710e-002
1.723878163401666e-005	-8.440310e-001	-7.673015e-002
1.766285161060545e-005	-7.780379e-001	-7.073078e-002
1.819945108986551e-005	-6.750150e-001	-6.136505e-002
1.906888374728365e-005	-4.756013e-001	-4.323652e-002
2.004544624728365e-005	-2.218287e-001	-2.016626e-002
2.102200874728365e-005	4.703448e-002	4.275866e-003
2.193327986918735e-005	2.970839e-001	2.700765e-002
2.219149925695892e-005	3.644631e-001	3.313304e-002
2.229651831357376e-005	3.914630e-001	3.558758e-002
2.240153737018859e-005	4.178923e-001	3.799025e-002
2.250655642680343e-005	4.437510e-001	4.034103e-002
2.261157548341827e-005	4.690389e-001	4.263994e-002
2.271659454003310e-005	4.937561e-001	4.488696e-002
2.282161359664794e-005	5.179027e-001	4.708211e-002
2.292663265326278e-005	5.414786e-001	4.922537e-002
2.315000000000000e-005	5.897037e-001	5.360947e-002
2.315006530652502e-005	5.897173e-001	4.080885e-001
2.315019591957505e-005	5.897447e-001	5.873818e-001
2.315059996054836e-005	5.898294e-001	5.890931e-001
2.315076317754636e-005	5.898637e-001	5.891272e-001
2.315100000000000e-005	5.899133e-001	5.891768e-001
2.315186271036684e-005	5.900941e-001	5.893574e-001
