time	V(out)	V(n001)	V(n002)
3.330001506023878e-005	8.591769e+000	8.673840e+000	1.251034e-004
3.330002371217537e-005	8.591769e+000	8.673837e+000	3.206413e-004
3.330004101604855e-005	8.591769e+000	8.673831e+000	9.913391e-004
3.330007562379492e-005	8.591769e+000	8.673820e+000	3.447606e-003
3.330014483928766e-005	8.591769e+000	8.673799e+000	1.279088e-002
3.330028327027313e-005	8.591769e+000	8.673756e+000	4.897342e-002
3.330056013224408e-005	8.591769e+000	8.673669e+000	1.823595e-001
3.330100000000000e-005	8.591769e+000	8.673532e+000	4.829181e-001
3.330130790742914e-005	8.591769e+000	8.673435e+000	7.699887e-001
3.330165980163387e-005	8.591769e+000	8.673325e+000	1.085112e+000
3.330236359004333e-005	8.591769e+000	8.673105e+000	1.676339e+000
3.330377116686226e-005	8.591770e+000	8.672665e+000	2.720827e+000
3.330658632050011e-005	8.591773e+000	8.671783e+000	4.421626e+000
3.331051924564370e-005	8.591779e+000	8.670553e+000	6.187212e+000
3.331508364659427e-005	8.591787e+000	8.669124e+000	7.564679e+000
3.332045827421717e-005	8.591799e+000	8.667440e+000	8.562608e+000
3.332675536199208e-005	8.591814e+000	8.665466e+000	9.223197e+000
3.333447604796023e-005	8.591834e+000	8.663043e+000	9.632891e+000
3.334396607439214e-005	8.591859e+000	8.660063e+000	9.853354e+000
3.335627733239579e-005	8.591892e+000	8.656192e+000	9.954734e+000
3.339753732309593e-005	8.592004e+000	8.643175e+000	9.998688e+000
3.431344776178321e-005	8.594304e+000	8.339597e+000	9.999333e+000
3.432489015253178e-005	8.593735e+000	8.335365e+000	9.999333e+000
3.432858011010413e-005	8.592564e+000	8.333770e+000	9.999333e+000
3.432982226866314e-005	8.591705e+000	8.333299e+000	9.999333e+000
3.433067658799247e-005	8.590979e+000	8.333052e+000	9.999333e+000
3.433150585459709e-005	8.590276e+000	8.332808e+000	9.999333e+000
3.433316438780632e-005	8.588873e+000	8.332306e+000	9.999333e+000
3.434311558706169e-005	8.580581e+000	8.329100e+000	9.999333e+000
3.438292038408318e-005	8.549258e+000	8.315400e+000	9.999333e+000
3.443599344677851e-005	8.511325e+000	8.296806e+000	9.999333e+000
3.454213957216915e-005	8.442457e+000	8.259382e+000	9.999333e+000
3.460542241085503e-005	8.405307e+000	8.236924e+000	9.999333e+000
3.466740679047523e-005	8.372196e+000	8.214772e+000	9.999333e+000
3.474123089895261e-005	8.335189e+000	8.188239e+000	9.999333e+000
3.479411448872581e-005	8.310126e+000	8.169120e+000	9.999333e+000
3.487020709583114e-005	8.276006e+000	8.141409e+000	9.999333e+000
3.499306721914068e-005	8.223907e+000	8.096176e+000	9.999333e+000
3.523878746575975e-005	8.125119e+000	8.003891e+000	9.999333e+000
3.573022795899790e-005	7.931559e+000	7.812291e+000	9.999333e+000
3.671310894547420e-005	7.534600e+000	7.408918e+000	9.999333e+000
3.871310894547420e-005	6.652926e+000	6.510427e+000	9.999333e+000
