time	V(out)	V(n001)	V(n002)
3.330130790742914e-005	8.654412e+000	8.673435e+000	7.699887e-001
3.330165980163387e-005	8.654413e+000	8.673325e+000	1.085112e+000
3.330236359004333e-005	8.654415e+000	8.673105e+000	1.676339e+000
3.330377116686226e-005	8.654424e+000	8.672665e+000	2.720827e+000
3.330658632050011e-005	8.654451e+000	8.671784e+000	4.421626e+000
3.331051924564370e-005	8.654508e+000	8.670553e+000	6.187212e+000
3.331508364659427e-005	8.654591e+000	8.669125e+000	7.564679e+000
3.332045827421717e-005	8.654706e+000	8.667440e+000	8.562608e+000
3.332675536199208e-005	8.654856e+000	8.665466e+000	9.223197e+000
3.333447604796023e-005	8.655050e+000	8.663044e+000	9.632891e+000
3.334396607439214e-005	8.655296e+000	8.660064e+000	9.853354e+000
3.335627733239579e-005	8.655621e+000	8.656192e+000	9.954734e+000
3.339753732309593e-005	8.656711e+000	8.643176e+000	9.998688e+000
3.431352049974698e-005	8.679245e+000	8.339572e+000	9.999333e+000
3.432502846605218e-005	8.672081e+000	8.335232e+000	9.999333e+000
3.432873836304842e-005	8.657567e+000	8.333526e+000	9.999333e+000
3.432998825601952e-005	8.647077e+000	8.333039e+000	9.999333e+000
3.433084940234077e-005	8.638409e+000	8.332807e+000	9.999333e+000
3.433168574171109e-005	8.630288e+000	8.332575e+000	9.999333e+000
3.433335842045173e-005	8.614867e+000	8.332093e+000	9.999333e+000
3.433670377793302e-005	8.586791e+000	8.331082e+000	9.999333e+000
3.434339449289558e-005	8.539830e+000	8.328942e+000	9.999333e+000
3.435677592282073e-005	8.472048e+000	8.324443e+000	9.999333e+000
3.438353878267100e-005	8.394317e+000	8.315182e+000	9.999333e+000
3.443706450237157e-005	8.324376e+000	8.296448e+000	9.999333e+000
3.450186993020341e-005	8.287644e+000	8.273621e+000	9.999333e+000
3.460276214241337e-005	8.250865e+000	8.237847e+000	9.999333e+000
3.467189748401706e-005	8.226029e+000	8.213155e+000	9.999333e+000
3.480791377194387e-005	8.176789e+000	8.164114e+000	9.999333e+000
3.607227458684930e-005	7.681851e+000	7.667919e+000	9.999333e+000
3.733663540175474e-005	7.148304e+000	7.133206e+000	9.999333e+000
3.860099621666017e-005	6.576149e+000	6.559975e+000	9.999333e+000
3.986535703156561e-005	5.965384e+000	5.948227e+000	9.999333e+000
4.112971784647105e-005	5.316010e+000	5.297962e+000	9.999333e+000
4.239407866137648e-005	4.628027e+000	4.609179e+000	9.999333e+000
4.365843947628191e-005	3.901436e+000	3.881879e+000	9.999333e+000
4.565843947628191e-005	2.717993e+000	2.697565e+000	9.999333e+000
4.765843947628190e-005	1.491720e+000	1.470709e+000	9.999333e+000
4.797537387046185e-005	1.294677e+000	1.273595e+000	9.999333e+000
4.829230826464180e-005	1.097276e+000	1.076132e+000	9.999333e+000
4.860924265882176e-005	8.995164e-001	8.783202e-001	9.999333e+000
4.892617705300171e-005	7.013992e-001	6.801587e-001	9.999333e+000
4.924311144718166e-005	5.029238e-001	4.816479e-001	9.999333e+000
4.956004584136161e-005	3.040904e-001	2.827877e-001	9.999333e+000
4.987698023554156e-005	1.048989e-001	8.357814e-002	9.999333e+000
4.988498023554158e-005	9.987288e-002	7.855176e-002	9.999333e+000
4.988503952891672e-005	9.983563e-002	7.851451e-002	9.999333e+000
4.988511858675024e-005	9.978596e-002	7.846484e-002	9.999333e+000
4.988527670241729e-005	9.968662e-002	7.836549e-002	9.999333e+000
4.990007987377401e-005	9.038649e-002	6.906464e-002	9.999333e+000
4.990100000000000e-005	8.980842e-002	6.848652e-002	9.999333e+000
4.990109201262259e-005	8.975061e-002	6.842871e-002	9.988173e+000
4.990127603786779e-005	8.963497e-002	6.831308e-002	9.941216e+000
4.990164408835819e-005	8.940358e-002	6.808183e-002	9.762050e+000
4.990203559116418e-005	8.915728e-002	6.783585e-002	9.478850e+000
4.990267623211946e-005	8.875299e-002	6.743334e-002	8.902773e+000
4.990331687307473e-005	8.834799e-002	6.703082e-002	8.361293e+000
4.990395751403001e-005	8.794229e-002	6.662830e-002	7.854410e+000
4.990459815498528e-005	8.753587e-002	6.622579e-002	7.382125e+000
4.990523879594056e-005	8.712875e-002	6.582327e-002	6.944437e+000
4.990587943689583e-005	8.672092e-002	6.542075e-002	6.541346e+000
4.990652007785111e-005	8.631238e-002	6.501823e-002	6.172853e+000
4.991040997101567e-005	8.382965e-002	6.257419e-002	4.249090e+000
4.991463994951855e-005	8.112554e-002	5.991646e-002	2.771189e+000
4.991859904197680e-005	7.859534e-002	5.742894e-002	1.846053e+000
4.992236640961037e-005	7.618738e-002	5.506187e-002	1.258109e+000
4.992614959095355e-005	7.375684e-002	5.268486e-002	8.582464e-001
4.992997026105228e-005	7.127754e-002	5.028429e-002	5.832703e-001
4.993381132094064e-005	6.876282e-002	4.787092e-002	3.953758e-001
4.993764076712603e-005	6.624560e-002	4.546483e-002	2.682546e-001
4.994146946923115e-005	6.372858e-002	4.305921e-002	1.820377e-001
4.994529387501643e-005	6.121954e-002	4.065629e-002	1.235895e-001
4.994912274683030e-005	5.871554e-002	3.825055e-002	8.387292e-002
4.995294931407108e-005	5.622228e-002	3.584627e-002	5.693076e-002
4.995677812297225e-005	5.373716e-002	3.344057e-002	3.863485e-002
4.996060479206628e-005	5.126287e-002	3.103622e-002	2.622398e-002
4.996443311049906e-005	4.879648e-002	2.863082e-002	1.779724e-002
4.996826004376767e-005	4.633934e-002	2.622630e-002	1.207987e-002
4.997208818500235e-005	4.388908e-002	2.382102e-002	8.198291e-003
4.997591531901713e-005	4.144641e-002	2.141636e-002	5.564482e-003
4.997974329738411e-005	3.900946e-002	1.901118e-002	3.776524e-003
4.998357055872806e-005	3.657855e-002	1.660645e-002	2.563236e-003
4.998739842466713e-005	3.415225e-002	1.420133e-002	1.739645e-003
4.999122578154602e-005	3.173069e-002	1.179653e-002	1.180737e-003
4.999505356830576e-005	2.931277e-002	9.391466e-003	8.013612e-004
4.999888099229482e-005	2.689853e-002	6.986626e-003	5.438988e-004
5.000270872219787e-005	2.448713e-002	4.581593e-003	3.691438e-004
5.000653619399374e-005	2.207856e-002	2.176723e-003	2.505437e-004
5.001036388356428e-005	1.967218e-002	-2.282853e-004	1.700445e-004
5.001801905026720e-005	1.486545e-002	-5.038167e-003	7.833022e-005
5.003123836336831e-005	6.579042e-003	-1.334410e-002	2.114959e-005
5.007622826141996e-005	-2.155963e-002	-4.161194e-002	1.574939e-007
5.007828193192350e-005	-2.284196e-002	-4.290223e-002	1.284704e-007
5.007931418023886e-005	-2.348582e-002	-4.355069e-002	1.154004e-007
5.007993390559241e-005	-2.387077e-002	-4.393951e-002	1.083476e-007
5.008029552823933e-005	-2.408539e-002	-4.415703e-002	1.044559e-007
5.008046715851255e-005	-2.416466e-002	-4.424649e-002	1.026682e-007
5.008060401835873e-005	-2.420010e-002	-4.431304e-002	1.012693e-007
5.008068204096554e-005	-2.420888e-002	-4.435652e-002	1.004813e-007
5.008077267418972e-005	-2.421400e-002	-4.441227e-002	9.957486e-008
5.008086028499504e-005	-2.421803e-002	-4.446710e-002	9.870804e-008
5.008103550660570e-005	-2.422531e-002	-4.457754e-002	9.700052e-008
5.008129214630261e-005	-2.423563e-002	-4.473961e-002	9.456055e-008
5.008176965209200e-005	-2.425468e-002	-4.504125e-002	9.021341e-008
5.009730113061893e-005	-2.485436e-002	-5.481664e-002	4.503844e-008
5.011283260914585e-005	-2.542775e-002	-6.458792e-002	1.062074e-008
5.012836408767278e-005	-2.597486e-002	-7.435508e-002	-1.303970e-008
5.014389556619969e-005	-2.649568e-002	-8.411813e-002	-2.594287e-008
5.015942704472662e-005	-2.699021e-002	-9.387706e-002	-2.808877e-008
5.017495852325354e-005	-2.745846e-002	-1.036319e-001	-1.947741e-008
5.019049000178047e-005	-2.790041e-002	-1.133826e-001	-1.087737e-010
5.030006641721451e-005	-3.066115e-002	-1.822217e-001	1.327693e-011
5.042862417438184e-005	-3.313586e-002	-2.629734e-001	-9.279292e-012
5.059336936171162e-005	-3.541525e-002	-3.664287e-001	3.178058e-012
5.077361030417177e-005	-3.717799e-002	-4.795660e-001	-3.648817e-012
5.100448321540062e-005	-3.878720e-002	-6.243865e-001	1.649036e-012
5.127278821874846e-005	-4.020219e-002	-7.925035e-001	-1.755728e-012
5.163066626318063e-005	-4.174914e-002	-1.016347e+000	1.003300e-012
5.208921904950177e-005	-4.351444e-002	-1.302269e+000	-9.435641e-013
5.275969380589730e-005	-4.590976e-002	-1.717897e+000	6.114123e-013
5.475969380589729e-005	-5.242277e-002	-2.937296e+000	2.143424e-014
5.675969380589729e-005	-5.813058e-002	-4.110887e+000	1.978626e-014
5.875969380589728e-005	-6.312855e-002	-5.219646e+000	1.826490e-014
6.075969380589728e-005	-6.748824e-002	-6.246089e+000	1.686064e-014
6.275969380589727e-005	-7.125382e-002	-7.174026e+000	1.556394e-014
6.475969380589726e-005	-7.445623e-002	-7.990102e+000	-1.189921e-013
6.660000220000021e-005	-7.693546e-002	-8.636057e+000	6.451561e-006
6.660001073427047e-005	-7.693547e-002	-8.636059e+000	6.447377e-005
6.660001506023876e-005	-7.693547e-002	-8.636061e+000	1.251034e-004
6.660002371217535e-005	-7.693549e-002	-8.636064e+000	3.206413e-004
6.660004101604854e-005	-7.693550e-002	-8.636069e+000	9.913391e-004
6.660007562379493e-005	-7.693554e-002	-8.636080e+000	3.447606e-003
6.660014483928769e-005	-7.693563e-002	-8.636102e+000	1.279088e-002
6.660028327027323e-005	-7.693578e-002	-8.636146e+000	4.897342e-002
6.660056013224429e-005	-7.693599e-002	-8.636233e+000	1.823595e-001
6.660100000000000e-005	-7.693618e-002	-8.636373e+000	4.829181e-001
6.660130790742899e-005	-7.693597e-002	-8.636470e+000	7.699887e-001
6.660165980163354e-005	-7.693537e-002	-8.636581e+000	1.085112e+000
6.660236359004267e-005	-7.693307e-002	-8.636805e+000	1.676339e+000
6.660377116686093e-005	-7.692464e-002	-8.637250e+000	2.720827e+000
6.660658632049744e-005	-7.689693e-002	-8.638142e+000	4.421626e+000
6.661051924564106e-005	-7.684119e-002	-8.639386e+000	6.187212e+000
6.661508364659063e-005	-7.675780e-002	-8.640830e+000	7.564679e+000
6.662045827421350e-005	-7.664227e-002	-8.642529e+000	8.562608e+000
6.662675536198704e-005	-7.649284e-002	-8.644518e+000	9.223197e+000
6.663447604795476e-005	-7.629865e-002	-8.646955e+000	9.632891e+000
6.664396607438446e-005	-7.605236e-002	-8.649948e+000	9.853354e+000
6.665627733238665e-005	-7.572824e-002	-8.653827e+000	9.954734e+000
6.669753732307591e-005	-7.463843e-002	-8.666781e+000	9.998688e+000
6.682619135073433e-005	-7.129463e-002	-8.706669e+000	9.999010e+000
6.695484537839273e-005	-6.800467e-002	-8.746035e+000	9.999255e+000
6.708349940605115e-005	-6.476857e-002	-8.784880e+000	9.999424e+000
6.721215343370955e-005	-6.158631e-002	-8.823205e+000	9.999516e+000
6.734080746136797e-005	-5.845790e-002	-8.861008e+000	9.999532e+000
6.746946148902637e-005	-5.538333e-002	-8.898290e+000	9.999471e+000
